Inspection_ID,Inspection_Date,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Type,Results,Latitude,Longitude,Location,Facility_Type_Clean,criticalCount,seriousCount,minorCount,pass_flag,fail_flag,pastFail,pastCritical,pastSerious,pastMinor,timeSinceLast,firstRecord,ID,LICENSE_ID,ACCOUNT_NUMBER,LEGAL_NAME,DOING_BUSINESS_AS_NAME,ADDRESS,CITY,STATE,ZIP_CODE,WARD,PRECINCT,WARD_PRECINCT,POLICE_DISTRICT,LICENSE_CODE,LICENSE_DESCRIPTION,BUSINESS_ACTIVITY_ID,BUSINESS_ACTIVITY,LICENSE_NUMBER,APPLICATION_TYPE,LICENSE_TERM_START_DATE,LICENSE_TERM_EXPIRATION_DATE,LICENSE_STATUS,LATITUDE,LONGITUDE,minDate,maxDate,ageAtInspection,consumption_on_premises_incidental_activity,tobacco,package_goods,outdoor_patio,public_place_of_amusement,limited_business_license,childrens_services_facility_license,tavern,regulated_business_license,filling_station,caterers_liquor_license,mobile_food_license,precipIntensity,temperatureMax,windSpeed,humidity,heat_burglary,heat_garbage,heat_sanitation,criticalFound
537873,2012-02-02,IHOP,IHOP,1682456,Restaurant,Risk 1 (High),7601 S CICERO AVE ,CHICAGO,IL,60652,Canvass,Pass,41.75466012439374,-87.74138475860521,"(41.75466012439374, -87.74138475860521)",Restaurant,0,0,4,1,0,0,0,0,0,2,1,1682456-20111116,2118238,302434,"FLIP, 3132.",IHOP,7601 S CICERO AVE,CHICAGO,IL,60652,18,22,18-22,8,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1682456,RENEW,2011-11-16,2013-11-15,AAI,41.754660124,-87.741384759,2006-11-16,2017-11-15,5.2164383561643834,0,0,0,0,0,0,0,0,0,0,0,0,0,52.133333333333326,12.420000000000002,0.71,3.362622083907581,1.6640317955344268,0.0018950005538144207,0
537875,2012-02-03,WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),1680810,Long Term Care,Risk 1 (High),2315 W 112TH PL ,CHICAGO,IL,60643,Canvass,Pass,41.68853379776741,-87.67956772158061,"(41.68853379776741, -87.67956772158061)",Other,0,0,2,1,0,0,0,0,0,2,1,1680810-20110716,2095170,29757,WASHINGTON & JANE SMITH COMMUNITY - BEVERLY,WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),2315 W 112TH PL,CHICAGO,IL,60643,19,67,19-67,22,1005,Long-Term Care Facility,NA,NA,1680810,RENEW,2011-07-16,2013-07-15,AAC,41.688533798,-87.679567722,2006-04-10,2013-07-15,5.821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,48.31666666666666,9.1033333333333335,0.7799999999999999,6.533503136816937,11.103208628562678,7.853205872323855,0
537876,2012-02-03,SMITH VILLAGE,SMITH VILLAGE,1843667,Long Term Care,Risk 1 (High),2320 W 113TH PL ,CHICAGO,IL,60643,Canvass,Pass,41.68722880202984,-87.6796468584057,"(41.68722880202984, -87.6796468584057)",Other,0,0,3,1,0,0,0,0,0,2,1,1843667-20110716,2095172,29757,WASHINGTON & JANE SMITH COMMUNITY - BEVERLY,SMITH VILLAGE,2320 W 113TH PL,CHICAGO,IL,60643,19,67,19-67,22,1005,Long-Term Care Facility,NA,NA,1843667,RENEW,2011-07-16,2013-07-15,AAC,41.687228802,-87.679646858,2008-04-21,2013-07-15,3.789041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,48.31666666666666,9.1033333333333335,0.7799999999999999,4.905813546743671,13.03713160512734,9.513909998680534,0
537877,2012-02-03,WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),1681211,Long Term Care,Risk 1 (High),11308 S OAKLEY AVE ,CHICAGO,IL,60643,Canvass,Pass,41.68797499871112,-87.67906436861988,"(41.68797499871112, -87.67906436861988)",Other,0,0,3,1,0,0,0,0,0,2,1,1681211-20110716,2095171,29757,WASHINGTON & JANE SMITH COMMUNITY - BEVERLY,WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),11308 S OAKLEY AVE,CHICAGO,IL,60643,19,67,19-67,22,1005,Long-Term Care Facility,NA,NA,1681211,RENEW,2011-07-16,2013-07-15,AAC,41.687974999,-87.679064369,2006-03-27,2013-07-15,5.86027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,48.31666666666666,9.1033333333333335,0.7799999999999999,5.04943481828908,12.585975277345124,8.644956195347659,0
537880,2012-02-06,ANNIE KELLER GIFTED SCHOOL,ANNIE KELLER GIFTED SCHOOL,29211,School,Risk 1 (High),3020 W 108th St ,CHICAGO,IL,60655,Canvass,Pass,41.69719791748438,-87.69726379842048,"(41.69719791748438, -87.69726379842048)",Other,0,0,3,1,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,38.333333333333336,8.09,0.7999999999999999,0.8355749999944049,12.909875825019943,2.167211631829548,0
537881,2012-02-06,Cassell TRACK E,Cassell,22651,School,Risk 1 (High),11314 S Spaulding (3300W) ,CHICAGO,IL,60655,Canvass,Pass,41.687338814325614,-87.70325178930132,"(41.687338814325614, -87.70325178930132)",Other,0,0,3,1,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,38.333333333333336,8.09,0.7999999999999999,6.896025470804856,13.880125150253578,2.6935053710224164,0
537882,2012-02-06,BURRITO STATION,BURRITO STATION,1675565,Restaurant,Risk 1 (High),2750 W 111TH ST ,CHICAGO,IL,60655,Canvass,Pass,41.6918029183953,-87.69038573111922,"(41.6918029183953, -87.69038573111922)",Restaurant,0,0,4,1,0,0,0,0,0,2,1,1675565-20110116,2067558,299471,HERNANDEZ BURRITO STATION INC,BURRITO STATION,2750 W 111TH ST,CHICAGO,IL,60655,19,17,19-17,22,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1675565,RENEW,2011-01-16,2013-01-15,AAI,41.691802918,-87.690385731,2006-09-18,2019-01-15,5.389041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,38.333333333333336,8.09,0.7999999999999999,0.3419196578718908,11.340691576556294,0.00672030886517065,0
537883,2012-02-06,TACO JOE INC,TACO JOE INC,54004,Restaurant,Risk 1 (High),3458 W 111TH ST ,CHICAGO,IL,60655,Canvass,Pass,41.691554773175255,-87.70810064840053,"(41.691554773175255, -87.70810064840053)",Restaurant,0,0,6,1,0,0,0,0,0,2,1,54004-20110116,2065827,17909,TACO JOE INC,TACO JOE INC,3458 W 111TH ST,CHICAGO,IL,60655,19,54,19-54,22,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,54004,RENEW,2011-01-16,2013-01-15,AAI,41.691554773,-87.708100648,2002-02-16,2015-01-15,9.978082191780821,0,0,0,0,0,0,0,0,0,0,0,0,0,38.333333333333336,8.09,0.7999999999999999,1.7872141115678373,16.30934096931319,0.6131598914470242,0
537884,2012-02-07,"Garvey, M.","Garvey, M.",24951,School,Risk 1 (High),10309 S Morgan (1000W) ,CHICAGO,IL,60643,Canvass,Pass,41.706595595144904,-87.64754034240696,"(41.706595595144904, -87.64754034240696)",Other,0,0,2,1,0,0,0,0,0,2,1,24951-20110516,2086053,85907,MIDWEST CANVAS CORP.,MIDWEST CANVAS CORPORATION,4635 W LAKE ST,CHICAGO,IL,60644,28,21,28-21,11,1010,Limited Business License,NA,NA,24951,RENEW,2011-05-16,2013-05-15,AAI,41.886269402,-87.741776368,2002-08-16,2019-05-15,9.484931506849316,0,0,0,0,0,0,0,0,0,0,0,0,0,36.59666666666667,9.346666666666666,0.8099999999999999,27.229412748049928,40.82416509422999,6.290410888898904,0
537887,2012-02-07,SEE THRU CHINESE KITCHEN,SEE THRU CHINESE KITCHEN,36468,Restaurant,Risk 1 (High),10939 S WESTERN AVE ,CHICAGO,IL,60643,Canvass,Fail,41.69422064707933,-87.68108589547474,"(41.69422064707933, -87.68108589547474)",Restaurant,0,2,6,0,1,0,0,0,0,2,1,36468-20110716,2094915,15237,SEE THRU CHINESE KITCHEN,SEE THRU CHINESE KITCHEN,10939 S WESTERN AVE,CHICAGO,IL,60643,19,40,19-40,22,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,36468,RENEW,2011-07-16,2013-07-15,AAI,41.694220647,-87.681085895,2001-08-16,2019-07-15,10.484931506849316,0,0,0,0,0,0,0,0,0,0,0,0,0,36.59666666666667,9.346666666666666,0.8099999999999999,6.653168085604744,14.332990199136932,15.75562528177069,0
537889,2012-02-08,MORGAN PARK ACADEMY,MORGAN PARK ACADEMY,2142649,School,Risk 1 (High),2153 W 111TH ST ,CHICAGO,IL,60643,Canvass,Pass,41.69174700423663,-87.67600861865354,"(41.69174700423663, -87.67600861865354)",Other,0,0,5,1,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72666666666667,10.03,0.8000000000000002,5.7088417431686285,11.026816924727823,7.033126217771536,0
537891,2012-02-08,BELLA'S  PIZZA,BELLA'S  PIZZA,2002577,Restaurant,Risk 1 (High),1801 W 95TH ST ,CHICAGO,IL,60643,Canvass,Pass w/ Conditions,41.72103623625988,-87.66754504796316,"(41.72103623625988, -87.66754504796316)",Restaurant,0,1,2,0,0,0,0,0,0,2,1,2002577-20110716,2097743,348102,"BELLA'S PIZZA NO. 5, INC.",BELLA'S PIZZA,1801 W 95TH ST 1 1,CHICAGO,IL,60643,19,20,19-20,22,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2002577,RENEW,2011-07-16,2013-07-15,AAI,41.721036236,-87.667545048,2009-10-23,2019-07-15,2.2958904109589042,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72666666666667,10.03,0.8000000000000002,4.8854530443930715,10.336637974195956,2.8819835443644446,0
539423,2011-09-08,NUTS ON CLARK,NUTS ON CLARK,1958686,Grocery Store,Risk 3 (Low),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Other,0,0,1,1,0,0,0,0,0,2,1,1958686-20100107,1958686,334153,"NUTS ON CLARK UNION STATION AT O'HARE, INC.",NUTS ON CLARK,11601 W TOUHY AVE  T3HK,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1958686,ISSUE,2010-01-07,2012-01-15,AAI,42.008536401,-87.914428439,2010-01-07,2014-01-15,1.6684931506849314,0,0,0,0,0,1,0,0,0,0,0,0,0,64.75333333333333,16.743333333333336,0.5966666666666667,6.969769649200571e-106,1.2303195790756031e-217,1.2331976663710196e-205,0
539424,2011-09-12,JEFF'S RED HOTS,JEFF'S RED HOTS,12690,Restaurant,Risk 1 (High),3901 N CICERO AVE ,CHICAGO,IL,60641,Canvass,Pass,41.95161875662041,-87.7471207715993,"(41.95161875662041, -87.7471207715993)",Restaurant,0,0,5,1,0,0,0,0,0,2,1,12690-20110816,2099816,6111,JEFF'S DRIVE-IN INC,JEFF'S RED HOTS,3901 N CICERO AVE,CHICAGO,IL,60641,45,4,45-4,17,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,12690,RENEW,2011-08-16,2013-08-15,AAI,41.951618757,-87.747120772,2002-08-16,2019-08-15,9.07945205479452,0,0,0,0,0,0,0,0,0,0,0,0,5.466666666666667e-4,74.16000000000001,6.239999999999999,0.7733333333333333,17.92129713602083,15.63613328395216,47.04532602888331,0
539426,2011-09-13,HOST INTERNATIONAL INC,VIENNA BEEF/PIZZERIA UNO (T1 C6),34222,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,0,4,1,0,0,0,0,0,2,1,34222-20101016,2050341,1896,"HOST INTERNATIONAL, INC.",HOST INTERNATIONAL INC,11601 W TOUHY AVE  TERMI,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,34222,RENEW,2010-10-16,2012-10-15,AAI,42.008536401,-87.914428439,2002-05-16,2018-10-15,9.334246575342465,0,0,0,0,0,0,0,0,0,0,0,0,1.8333333333333334e-4,79.21666666666668,6.476666666666667,0.6966666666666667,6.481196160459024e-106,1.2355076168620906e-217,1.2275086778462421e-205,0
539427,2011-09-13,STARBUCKS,STARBUCKS  (T1-C27),34212,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,0,3,1,0,0,0,0,0,2,1,34212-20101016,2050332,1896,"HOST INTERNATIONAL, INC.",STARBUCKS,11601 W TOUHY AVE  TERMI,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,34212,RENEW,2010-10-16,2012-10-15,AAI,42.008536401,-87.914428439,2002-05-16,2018-10-15,9.334246575342465,0,0,0,0,0,0,0,0,0,0,0,0,1.8333333333333334e-4,79.21666666666668,6.476666666666667,0.6966666666666667,6.481196160459024e-106,1.2355076168620906e-217,1.2275086778462421e-205,0
539429,2011-09-16,NUTS ON CLARK,NUTS ON CLARK  (T1-C19),1916219,Grocery Store,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Other,0,0,4,1,0,0,0,0,0,2,1,1916219-20100116,2007699,334153,"NUTS ON CLARK UNION STATION AT O'HARE, INC.",NUTS ON CLARK,11601 W TOUHY AVE 1ST T1CU3,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1916219,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2008-10-27,2020-01-15,2.8876712328767122,0,0,0,0,0,1,0,0,0,0,0,0,4.7333333333333336e-4,64.47666666666667,10.323333333333332,0.6133333333333333,6.166805920666533e-106,1.2385462951911648e-217,1.2253345569148814e-205,0
539430,2011-09-16,STARBUCK'S,STARBUCK'S (T1 C4),34206,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,0,4,1,0,0,0,0,0,2,1,34206-20101016,2050328,1896,"HOST INTERNATIONAL, INC.",STARBUCK'S,"11601 W TOUHY AVE  C03,T",CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,34206,RENEW,2010-10-16,2012-10-15,AAI,NA,NA,2002-05-16,2018-10-15,9.342465753424657,0,0,0,0,0,0,0,0,0,0,0,0,4.7333333333333336e-4,64.47666666666667,10.323333333333332,0.6133333333333333,6.166805920666533e-106,1.2385462951911648e-217,1.2253345569148814e-205,0
539431,2011-09-16,BRIOCHE DOREE T-1,BRIOCHE DOREE  (T1-C20),34243,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,0,6,1,0,0,0,0,0,2,1,34243-20101016,2050357,1896,"HOST INTERNATIONAL, INC.",BRIOCHE DOREE T-1,11601 W TOUHY AVE  T-1,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,34243,RENEW,2010-10-16,2012-10-15,AAI,42.008536401,-87.914428439,2002-05-16,2018-10-15,9.342465753424657,0,0,0,0,0,0,0,0,0,0,0,0,4.7333333333333336e-4,64.47666666666667,10.323333333333332,0.6133333333333333,6.166805920666533e-106,1.2385462951911648e-217,1.2253345569148814e-205,0
539432,2011-09-19,CAFFE  MERCATO,CAFFE  MERCATO (HILTON O'HARE MAIN LOBBY),1927556,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass w/ Conditions,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,1,0,3,0,0,0,0,0,0,2,1,1927556-20100116,2007357,323793,HLT O'HARE LLC,CAFFE MERCATO,11601 W TOUHY AVE,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1927556,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2009-01-21,2018-01-15,2.66027397260274,0,0,0,0,0,1,0,0,0,0,0,0,0.0035166666666666666,64.02,8.926666666666666,0.6466666666666666,5.962260522187157e-106,1.2433242687086062e-217,1.2318801474966914e-205,1
539433,2011-09-20,CHICAGO BLACKHAWKS STANLEY'S T2 BAR,STANLEY'S CHICAGO BLACKHAWK (T2 F4),34139,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Fail,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,3,1,4,0,1,0,0,0,0,2,1,34139-20101016,2050284,1896,"HOST INTERNATIONAL, INC.",CHICAGO BLACKHAWKS STANLEY'S T2 BAR,11601 W TOUHY AVE,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,34139,RENEW,2010-10-16,2012-10-15,AAI,42.008536401,-87.914428439,2002-05-16,2018-10-15,9.353424657534246,0,0,0,0,0,0,0,0,0,0,0,0,0.00756,66.20666666666666,9.83,0.73,5.885984268171971e-106,1.2457271062718188e-217,1.2422766939022125e-205,1
539434,2011-09-20,STARBUCKS,STARBUCKS COFFEE (T1-B5),34205,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,0,2,1,0,0,0,0,0,2,1,34205-20101016,2050327,1896,"HOST INTERNATIONAL, INC.",STARBUCKS,"11601 W TOUHY AVE  B07,T",CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,34205,RENEW,2010-10-16,2012-10-15,AAI,NA,NA,2002-05-16,2018-10-15,9.353424657534246,0,0,0,0,0,0,0,0,0,0,0,0,0.00756,66.20666666666666,9.83,0.73,5.885984268171971e-106,1.2457271062718188e-217,1.2422766939022125e-205,0
539436,2011-09-21,SKYBRIDGE RESTAURANT & BAR,SKYBRIDGE RESTAURANT  BAR & GRILL  (T2 F7),1042895,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass w/ Conditions,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,1,6,0,0,0,0,0,0,2,1,1042895-20100116,2005413,31319,"EFIE'S CANTEEN, INC.",Skybridge Restaurant & Bar,11601 W TOUHY AVE CONCOURSE F T 2,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1042895,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2002-02-16,2018-01-15,9.6,1,0,0,0,0,0,0,0,0,0,0,0,0.00765,68.05333333333333,8.729999999999999,0.7866666666666667,5.814257966724412e-106,1.2478492989571198e-217,1.2481037179039185e-205,0
539437,2011-09-21,WICKER PARK SEAFOOD AND SUSHI BAR,WICKER PARK  SEAFOOD AND SUSHI BAR (T2 MAIN HALL),34185,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,0,3,1,0,0,0,0,0,2,1,34185-20101016,2050308,1896,"HOST INTERNATIONAL, INC.",WICKER PARK SEAFOOD AND SUSHI BAR,"11601 W TOUHY AVE # E07,T",CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,34185,RENEW,2010-10-16,2012-10-15,AAI,NA,NA,2002-05-16,2018-10-15,9.356164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0.00765,68.05333333333333,8.729999999999999,0.7866666666666667,5.814257966724412e-106,1.2478492989571198e-217,1.2481037179039185e-205,0
539440,2011-09-23,NUTS ON CLARK,NUTS ON CLARK (T2-E2),1916223,Grocery Store,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Other,0,0,2,1,0,0,0,0,0,2,1,1916223-20100116,2007701,334153,"NUTS ON CLARK UNION STATION AT O'HARE, INC.",NUTS ON CLARK,11601 W TOUHY AVE 1ST T2EFU20B,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1916223,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2008-10-27,2020-01-15,2.9068493150684933,0,0,0,0,0,1,0,0,0,0,0,0,9e-5,68.50333333333333,8.796666666666667,0.6733333333333333,5.647723616077328e-106,1.2553342561916527e-217,1.2553509178702687e-205,0
539441,2011-09-26,HILTON O'HARE,HILTON O'HARE,1878675,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Fail,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,1,1,4,0,1,0,0,0,0,2,1,1878675-20100116,2007348,323793,HLT O'HARE LLC,HILTON O'HARE,11601 W TOUHY AVE,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1878675,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2008-01-25,2018-01-15,3.671232876712329,1,0,0,0,0,1,0,0,0,0,0,0,0.0017633333333333331,60.88666666666666,7.213333333333332,0.7633333333333333,5.462526177359316e-106,1.2598487879549879e-217,1.2647603123186565e-205,1
539442,2011-09-26,"ANDIAMO'S O'HARE, LLC",ANDIAMO'S O'HARE (HILTON O'HARE LOBBY),1381615,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,1,0,4,1,0,0,0,0,0,2,1,1381615-20100116,2006429,265896,"ANDIAMO'S O'HARE, LLC","ANDIAMO'S O'HARE, LLC",11601 W TOUHY AVE,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1381615,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2004-06-01,2018-01-15,7.323287671232877,1,0,0,0,0,0,0,0,0,0,0,0,0.0017633333333333331,60.88666666666666,7.213333333333332,0.7633333333333333,5.462526177359316e-106,1.2598487879549879e-217,1.2647603123186565e-205,1
539449,2011-09-29,SKYSCRAPERS,SKYSCRAPERS (T3  K10),1594714,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,0,2,1,0,0,0,0,0,2,1,1594714-20100116,2005882,81594,"B.T. EXPRESS, INC. OF CHICAGO",SKYSCRAPERS,11601 W TOUHY AVE,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1594714,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2005-07-14,2020-01-15,6.213698630136986,1,0,0,0,0,0,0,0,0,0,0,0,0.016496666666666666,60.71666666666667,11.043333333333331,0.86,5.251715274468972e-106,1.2772232580432944e-217,1.2989558596288117e-205,0
539452,2011-09-29,TRANSPORTATION CENTER,TRANSPORTATION CENTER/SNACK SHOP,1909531,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Restaurant,0,0,1,1,0,0,0,0,0,2,1,1909531-20100116,2007608,332312,O'HARE VENTURES II LLC.,TRANSPORTATION CENTER,11601 W TOUHY AVE  TRANSPOR,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1909531,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2008-07-23,2018-01-15,3.186301369863014,0,0,0,0,0,0,0,0,0,0,0,0,0.016496666666666666,60.71666666666667,11.043333333333331,0.86,5.251715274468972e-106,1.2772232580432944e-217,1.2989558596288117e-205,0
539454,2011-10-03,ANTONIA PANTOJA H.S.,ANTONIA PANTOJA H.S.,70228,School,Risk 1 (High),3121 N PULASKI RD ,CHICAGO,IL,60641,Canvass,Pass,41.93792920397516,-87.7270034809162,"(41.93792920397516, -87.7270034809162)",Other,0,0,4,1,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.0020700000000000002,56.89666666666667,14.523333333333333,0.6766666666666667,36.652186332165435,25.260863992495874,37.5415634220542,0
539457,2011-10-04,Gategourmet,Gategourmet (BLDG 741),56366,Catering,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Other,0,0,6,1,0,0,0,0,0,2,1,56366-20100116,2004655,2026,"Gate Gourmet, Inc.",Gategourmet,11601 W TOUHY AVE  O'HAR,CHICAGO,IL,60666,41,27,41-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,56366,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2002-02-16,2018-01-15,9.635616438356164,0,0,0,0,0,0,0,0,0,0,0,0,3.6333333333333335e-4,59.866666666666674,9.746666666666668,0.6666666666666666,5.186870581776561e-106,1.2689759702915384e-217,1.3185132282033641e-205,0
539458,2011-10-04,Gategourmet,Gategourmet (BLDG 742),56367,Catering,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,Canvass,Pass,42.008536400868735,-87.91442843927047,"(42.008536400868735, -87.91442843927047)",Other,0,0,6,1,0,0,0,0,0,2,1,56367-20100116,2004656,2026,"Gate Gourmet, Inc.",Gategourmet,11601 W TOUHY AVE  O'HAR,CHICAGO,IL,60666,NA,27,-27,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,56367,RENEW,2010-01-16,2012-01-15,AAI,42.008536401,-87.914428439,2002-02-16,2016-01-15,9.635616438356164,0,0,0,0,0,0,0,0,0,0,0,0,3.6333333333333335e-4,59.866666666666674,9.746666666666668,0.6666666666666666,5.186870581776561e-106,1.2689759702915384e-217,1.3185132282033641e-205,0
