Inspection_ID,Inspection_Date,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Type,Results,Latitude,Longitude,Location,Facility_Type_Clean,criticalCount,seriousCount,minorCount,pass_flag,fail_flag,pastFail,pastCritical,pastSerious,pastMinor,timeSinceLast,firstRecord,ID,LICENSE_ID,ACCOUNT_NUMBER,LEGAL_NAME,DOING_BUSINESS_AS_NAME,ADDRESS,CITY,STATE,ZIP_CODE,WARD,PRECINCT,WARD_PRECINCT,POLICE_DISTRICT,LICENSE_CODE,LICENSE_DESCRIPTION,BUSINESS_ACTIVITY_ID,BUSINESS_ACTIVITY,LICENSE_NUMBER,APPLICATION_TYPE,LICENSE_TERM_START_DATE,LICENSE_TERM_EXPIRATION_DATE,LICENSE_STATUS,LATITUDE,LONGITUDE,minDate,maxDate,ageAtInspection,consumption_on_premises_incidental_activity,tobacco,package_goods,outdoor_patio,public_place_of_amusement,limited_business_license,childrens_services_facility_license,tavern,regulated_business_license,filling_station,caterers_liquor_license,mobile_food_license,precipIntensity,temperatureMax,windSpeed,humidity,heat_burglary,heat_garbage,heat_sanitation,criticalFound
1134611,2012-10-02,ARGO TEA,ARGO TEA,1974806,Restaurant,Risk 2 (Medium),1 S FRANKLIN ST ,CHICAGO,IL,60606,Canvass,Pass,41.88190275050587,-87.6351640597954,"(41.88190275050587, -87.6351640597954)",Restaurant,0,0,2,1,0,0,0,0,0,2,1,1974806-20120916,2176098,342353,"ARGO TEA FRANKLIN, LLC",ARGO TEA,1 S FRANKLIN ST 1,CHICAGO,IL,60606,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1974806,RENEW,2012-09-16,2014-09-15,AAI,41.881902751,-87.63516406,2009-06-23,2018-09-15,3.2794520547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,66.51,7.66,0.6433333333333334,18.72070814051843,1.127589322422182,13.825344393105535,0
1134617,2012-10-03,TOWN HOUSE RESTAURANT & WINE BAR,TOWN HOUSE RESTAURANT & WINE BAR,1680379,Restaurant,Risk 1 (High),111 S WACKER DR ,CHICAGO,IL,60606,Canvass,Pass w/ Conditions,41.88033409920658,-87.63658023772034,"(41.88033409920658, -87.63658023772034)",Restaurant,1,0,6,0,0,0,0,0,0,2,1,1680379-20120916,2174914,301471,111 WACKER RESTAURANT CORP.,TOWN HOUSE RESTAURANT & WINE BAR,111 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1680379,RENEW,2012-09-16,2014-09-15,AAI,41.880334099,-87.636580238,2006-07-31,2018-09-15,6.1808219178082195,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333333e-4,64.16333333333334,9.613333333333333,0.65,15.613949251192134,1.3818452586619165,10.134059574582887,1
1134619,2012-10-04,MCDONALDS RESTAURANT # 14173,MCDONALDS,78375,Restaurant,Risk 2 (Medium),1563 N WELLS ST ,CHICAGO,IL,60610,Canvass,Fail,41.91095447276479,-87.63455748223664,"(41.91095447276479, -87.63455748223664)",Restaurant,0,1,3,0,1,0,0,0,0,2,1,78375-20110516,2085337,23072,GIANNY CORPORATION,MCDONALDS RESTAURANT # 14173,1563 N WELLS ST 1ST,CHICAGO,IL,60610,27,54,27-54,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,78375,RENEW,2011-05-16,2013-05-15,AAI,41.910954473,-87.634557482,2002-02-16,2019-05-15,10.638356164383561,0,0,0,0,0,0,0,0,0,0,0,0,0.0017066666666666669,64.80333333333333,8.523333333333333,0.7033333333333333,51.292866644092264,10.767488150079323,21.668262356207045,0
1134620,2012-10-04,SUBWAY,SUBWAY,1903978,Restaurant,Risk 1 (High),347 N LA SALLE ST ,CHICAGO,IL,60654,Canvass,Pass w/ Conditions,41.88874160495607,-87.63236504957815,"(41.88874160495607, -87.63236504957815)",Restaurant,1,0,3,0,0,1,0,2,1,1.0164383561643835,0,1903978-20120216,2133219,330879,"RIVER NORTH INTERESTS, INC.",SUBWAY,347 N LA SALLE ST 1,CHICAGO,IL,60610,42,46,42-46,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1903978,RENEW,2012-02-16,2014-02-15,AAI,41.888741605,-87.63236505,2008-05-27,2016-02-15,4.358904109589041,0,0,0,0,0,0,0,0,0,0,0,0,0.0017066666666666669,64.80333333333333,8.523333333333333,0.7033333333333333,10.283400021698661,0.04272169593851787,17.453708146488964,1
1134621,2012-10-05,SUBWAY,SUBWAY,1892933,Restaurant,Risk 1 (High),209 W JACKSON BLVD ,CHICAGO,IL,60606,Canvass,Pass,41.87800606262711,-87.63402203216754,"(41.87800606262711, -87.63402203216754)",Restaurant,0,0,3,1,0,0,0,0,2,0.852054794520548,0,1892933-20120916,2175701,328558,"JAI GANESHJI, INC.",SUBWAY,209 W JACKSON BLVD 1ST,CHICAGO,IL,60606,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1892933,RENEW,2012-09-16,2014-09-15,AAI,41.878006063,-87.634022032,2008-04-10,2016-09-15,4.49041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0.00208,69.49333333333333,11.066666666666668,0.7133333333333334,13.389968724059257,0.723030326102861,4.43984296515286,0
1134627,2012-10-10,ROSEBUD TRATTORIA,ROSEBUD TRATTORIA,1542362,Restaurant,Risk 1 (High),445 N DEARBORN ST ,CHICAGO,IL,60654,Canvass,Pass w/ Conditions,41.890581105655016,-87.62947502886496,"(41.890581105655016, -87.62947502886496)",Restaurant,0,1,4,0,0,0,0,0,0,2,1,1542362-20110516,2086594,282179,"ILLINOIS DEARBORN, LLC",MAMA'S BOY,445 N DEARBORN ST,CHICAGO,IL,60610,42,55,42-55,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1542362,RENEW,2011-05-16,2013-05-15,AAI,41.890581106,-87.629475029,2005-04-06,2019-05-15,7.517808219178082,1,0,0,0,0,0,0,0,0,0,1,0,0.00122,58.50666666666666,13.35,0.49,25.402610890804425,0.8367980587598446,23.872913109010504,0
1134636,2012-10-15,POTBELLY SANDWICH WORKS,POTBELLY SANDWICH WORKS,1801888,Restaurant,Risk 1 (High),225 W RANDOLPH ST ,CHICAGO,IL,60606,Canvass,Pass w/ Conditions,41.88435557962178,-87.6346365498915,"(41.88435557962178, -87.6346365498915)",Restaurant,1,0,3,0,0,0,0,0,0,2,1,1801888-20110116,2066541,65004,"POTBELLY SANDWICH WORKS, LLC",POTBELLY SANDWICH WORKS,225 W RANDOLPH ST 1 01040,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1801888,RENEW,2011-01-16,2013-01-15,AAI,41.88435558,-87.63463655,2007-03-30,2019-01-15,5.550684931506849,0,0,0,0,0,0,0,0,0,0,0,0,0.009513333333333332,64.55333333333333,14.406666666666666,0.7166666666666667,12.387743454362495,0.6959597696829811,16.316427820069784,1
1134648,2012-10-18,"LA COCINA MEXICAN GRILL, LLC",LA COCINA MEXICAN GRILL,1926507,Restaurant,Risk 1 (High),178 N FRANKLIN ST ,CHICAGO,IL,60606,Canvass,Pass,41.8852892005056,-87.63554688963875,"(41.8852892005056, -87.63554688963875)",Restaurant,0,0,3,1,0,0,0,0,2,0.9561643835616438,0,1926507-20120416,2140753,329489,"LA COCINA MEXICAN GRILL, LLC","LA COCINA MEXICAN GRILL, LLC",178 N FRANKLIN ST 1,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1926507,RENEW,2012-04-16,2014-04-15,AAI,41.885289201,-87.63554689,2008-09-25,2018-04-15,4.065753424657534,0,0,0,0,0,0,0,0,0,0,0,0,0.0028566666666666666,64.27,14.256666666666668,0.6633333333333334,10.144148687449128,1.0334669400645584,13.412201068667708,0
1134654,2012-10-19,TOKYO LUNCH BOXES & CATERING,TOKYO LUNCH BOXES & CATERING,1168589,Restaurant,Risk 1 (High),37 N WELLS ST ,CHICAGO,IL,60606,Canvass,Pass,41.88289874937368,-87.6337111044736,"(41.88289874937368, -87.6337111044736)",Restaurant,0,0,3,1,0,0,0,0,0,2,1,1168589-20121016,2180541,23343,JAPAN FOOD EXPRESS CO,TOKYO LUNCH BOXES & CATERING,37 N WELLS ST,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1168589,RENEW,2012-10-16,2014-10-15,AAI,41.882898749,-87.633711104,2001-11-16,2018-10-15,10.931506849315069,0,0,0,0,0,0,0,0,0,0,0,0,0.0035466666666666663,63.076666666666675,16.169999999999998,0.68,12.675727448181865,0.6076693281962927,10.37562364422012,0
1134656,2012-10-19,LAI LAI RESTAURANT,LAI LAI RESTAURANT,1948435,Restaurant,Risk 1 (High),330 S WELLS ST ,CHICAGO,IL,60606,Canvass,Pass,41.87736776237396,-87.63385356749127,"(41.87736776237396, -87.63385356749127)",Restaurant,0,0,5,1,0,0,0,0,0,2,1,1948435-20120916,2176032,339943,COMER EXPRESS INC.,LAI LAI RESTAURANT,330 S WELLS ST 1,CHICAGO,IL,60606,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1948435,RENEW,2012-09-16,2014-09-15,AAI,41.877367762,-87.633853567,2009-02-13,2018-09-15,3.682191780821918,0,0,0,0,0,0,0,0,0,0,0,0,0.0035466666666666663,63.076666666666675,16.169999999999998,0.68,10.91784584165208,0.800156466623134,5.254461480899259,0
1134659,2012-10-22,"DELI-TIME, L.L.C.",CAFE 333.,1948233,Restaurant,Risk 1 (High),333 W WACKER DR ,CHICAGO,IL,60606,Canvass,Pass,41.886025412541144,-87.63629770323044,"(41.886025412541144, -87.63629770323044)",Restaurant,0,0,4,1,0,0,0,0,0,2,1,1948233-20120816,2159101,23237,"DELI-TIME, L.L.C.","DELI-TIME, L.L.C.",333 W WACKER DR 1 L080,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1948233,RENEW,2012-08-16,2014-08-15,AAI,41.886025413,-87.636297703,2009-02-25,2014-08-15,3.6575342465753424,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,58.51,8.493333333333334,0.7566666666666667,6.378665405012401,1.5776956024612834,13.700840057733366,0
1134661,2012-10-22,ARAMARK/1ST & FRESH CATERING,1ST & FRESH CATERING,1888834,Catering,Risk 1 (High),205 W Randolph ST ,CHICAGO,IL,60606,Canvass,Fail,41.88435919296336,-87.6340799011323,"(41.88435919296336, -87.6340799011323)",Other,0,2,5,0,1,0,0,0,0,2,1,1888834-20110316,2076646,86522,"ARAMARK SERVICES, INC",ARAMARK/ 1ST & FRESH CATERING,205 W RANDOLPH ST LOWER 0002,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1888834,RENEW,2011-03-16,2013-03-15,AAI,41.884359193,-87.634079901,2008-09-05,2019-03-15,4.131506849315069,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,58.51,8.493333333333334,0.7566666666666667,8.477245781898052,0.5172526603534406,13.649829936080613,0
1134662,2012-10-22,JERSEY MIKE'S,JERSEY MIKE'S,2114629,Restaurant,Risk 1 (High),120 N WELLS ST ,CHICAGO,IL,60606,Canvass,Pass,41.88376063523945,-87.6340203098034,"(41.88376063523945, -87.6340203098034)",Restaurant,0,0,3,1,0,0,0,0,0,2,1,2114629-20110915,2114629,366031,Seva Sandwiches LLC Randolph and Wells,Jersey Mikes,120 N WELLS ST 1ST FLOOR 1,CHICAGO,IL,60606,42,NA,42-,NA,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2114629,ISSUE,2011-09-15,2013-09-15,AAI,41.883760635,-87.63402031,2011-09-15,2015-09-15,1.104109589041096,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,58.51,8.493333333333334,0.7566666666666667,8.802075636919836,0.5776428415423304,12.444309536798722,0
1134663,2012-10-23,LLOYD'S CHICAGO RESTAURANT,LLOYD'S CHICAGO RESTAURANT,1547937,Restaurant,Risk 1 (High),1 S WACKER DR ,CHICAGO,IL,60606,Canvass,Pass w/ Conditions,41.88188622746245,-87.63661833048015,"(41.88188622746245, -87.63661833048015)",Restaurant,1,0,4,0,0,0,0,0,0,2,1,1547937-20120916,2174592,285703,"ONE SOUTH WACKER RESTAURANT GROUP, LLC",LLOYD'S CHICAGO RESTAURANT,1 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1547937,RENEW,2012-09-16,2014-09-15,AAI,41.881886227,-87.63661833,2005-04-20,2018-09-15,7.515068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0.0035499999999999998,63.366666666666674,8.549999999999999,0.7533333333333333,8.633048873932687,1.9215340522517517,8.350473789306578,1
1134670,2012-10-25,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,1333,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,Canvass,Pass,41.90426522825603,-87.63160329458951,"(41.90426522825603, -87.63160329458951)",Other,0,0,5,1,0,0,0,0,0,2,1,1333-20120316,2134837,259,"JEWEL FOOD STORES, INC.",JEWEL FOOD STORE #3210,1210 N CLARK ST 1ST,CHICAGO,IL,60610,2,26,2-26,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1333,RENEW,2012-03-16,2014-03-15,AAI,41.904265228,-87.631603295,2002-05-16,2016-03-15,10.452054794520548,0,0,0,0,0,0,0,0,0,0,0,0,0.005253333333333333,70.47333333333334,9.200000000000001,0.8133333333333334,36.912202445048194,12.268709152180016,36.784442037092994,0
1134671,2012-10-25,AFC SUSHI@JEWEL OSCO #1210,AFC SUSHI,1517561,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,Canvass,Pass,41.90426522825603,-87.63160329458951,"(41.90426522825603, -87.63160329458951)",Other,0,0,1,1,0,0,0,0,0,2,1,1517561-20110216,2072031,279909,ADVANCED FRESH CONCEPTS FRANCHISE CORPORATION,AFC Sushi @ Jewel-Osco #3210,1210 N CLARK ST,CHICAGO,IL,60610,2,26,2-26,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1517561,RENEW,2011-02-16,2013-02-15,AAI,41.904265228,-87.631603295,2004-09-13,2017-02-15,8.12054794520548,0,0,0,0,0,0,0,0,0,0,0,0,0.005253333333333333,70.47333333333334,9.200000000000001,0.8133333333333334,36.912202445048194,12.268709152180016,36.784442037092994,0
1134673,2012-10-25,POPEYES FRIED CHICKEN,POPEYES FRIED CHICKEN,22148,Restaurant,Risk 1 (High),1160 N CLARK ST ,CHICAGO,IL,60610,Canvass,Pass,41.903609451824686,-87.63158311098476,"(41.903609451824686, -87.63158311098476)",Restaurant,0,0,3,1,0,0,0,0,0,2,1,22148-20110516,2085906,63375,H.H.P INC,POPEYES FRIED CHICKEN,1160 N CLARK ST,CHICAGO,IL,60610,27,26,27-26,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,22148,RENEW,2011-05-16,2013-05-15,AAI,41.903609452,-87.631583111,2002-02-16,2017-05-15,10.695890410958905,0,0,0,0,0,0,0,0,0,0,0,0,0.005253333333333333,70.47333333333334,9.200000000000001,0.8133333333333334,39.092450422046326,10.49922960958594,32.84624736414954,0
1134676,2012-10-26,MOE'S CANTINA,MOE'S CANTINA,2009382,Restaurant,Risk 1 (High),153-155 W KINZIE ST ,CHICAGO,IL,60654,Canvass,Pass,41.88906873753621,-87.63312816939866,"(41.88906873753621, -87.63312816939866)",Restaurant,0,0,4,1,0,0,0,0,0,2,1,2009382-20101201,2009382,349511,"MOE'S RIVER NORTH, LLC",MOE'S CANTINA,153-155 W KINZIE ST 1-2,CHICAGO,IL,60654,42,46,42-46,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2009382,ISSUE,2010-12-01,2012-12-15,AAI,41.889068738,-87.633128169,2010-12-01,2018-12-15,1.904109589041096,1,0,0,0,1,0,0,0,0,0,0,0,0.004903333333333333,74.23,11.786666666666667,0.7799999999999999,8.924111961608977,0.415714792201025,22.722276286073942,0
1134677,2012-10-26,7- ELEVEN,7- ELEVEN,1336770,Grocery Store,Risk 2 (Medium),416-418 N STATE ST ,CHICAGO,IL,60610,Canvass,Fail,41.889875317185485,-87.62814904133351,"(41.889875317185485, -87.62814904133351)",Other,0,1,2,0,1,0,0,0,0,2,1,1336770-20120216,2131943,253295,"KALA 1341, INC.",7- ELEVEN,416-418 N STATE ST,CHICAGO,IL,60654,42,55,42-55,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1336770,RENEW,2012-02-16,2014-02-15,AAI,41.889875317,-87.628149041,2003-11-17,2018-02-15,8.947945205479453,0,0,0,0,0,0,0,0,0,0,0,0,0.004903333333333333,74.23,11.786666666666667,0.7799999999999999,11.732954502998279,0.4110901416350256,31.33660371102799,0
1134680,2012-10-29,ROSIE'S CAFE & CATERING,ROSIE'S CAFE & CATERING,1578111,Restaurant,Risk 1 (High),111 N CANAL ST ,CHICAGO,IL,60606,Canvass,Pass,41.88356531275924,-87.63963728368087,"(41.88356531275924, -87.63963728368087)",Restaurant,0,0,3,1,0,0,0,0,0,2,1,1578111-20120916,2174670,288251,"ROSIE'S CAFE & CATERING, INC.",ROSIE'S CAFE & CATERING,111 N CANAL ST,CHICAGO,IL,60606,42,21,42-21,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1578111,RENEW,2012-09-16,2014-09-15,AAI,41.883565313,-87.639637284,2005-03-09,2014-09-15,7.646575342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,47.49,15.036666666666667,0.5733333333333333,9.992443499807019,2.1630482316595265,14.707058515154339,0
1134681,2012-10-29,DUNKIN DONUTS,DUNKIN DONUTS,28011,Restaurant,Risk 2 (Medium),2 N RIVERSIDE PLZ ,CHICAGO,IL,60606,Canvass,Pass,41.88197704758362,-87.63887583987513,"(41.88197704758362, -87.63887583987513)",Restaurant,0,0,1,1,0,0,0,0,0,2,1,28011-20120916,2172893,9308,GAYATRI'S INC,DUNKIN DONUTS,2 N RIVERSIDE PLZ  1ST,CHICAGO,IL,60606,42,21,42-21,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,28011,RENEW,2012-09-16,2014-09-15,AAI,41.881977048,-87.63887584,2001-11-16,2018-09-15,10.95890410958904,0,0,0,0,0,0,0,0,0,0,0,0,0,47.49,15.036666666666667,0.5733333333333333,6.138418885408982,2.2093892517951743,12.122296160416928,0
1134683,2012-10-29,JIMMY JOHNS,JIMMY JOHNS,1921530,Restaurant,Risk 1 (High),2 N RIVERSIDE PLZ ,CHICAGO,IL,60606,Canvass,Fail,41.88197704758362,-87.63887583987513,"(41.88197704758362, -87.63887583987513)",Restaurant,0,2,5,0,1,0,0,0,0,2,1,1921530-20120916,2175894,334763,"RIVERSIDE PLAZA DEVELOPMENT, INC.",JIMMY JOHNS,2 N RIVERSIDE PLZ 2ND,CHICAGO,IL,60606,42,21,42-21,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1921530,RENEW,2012-09-16,2014-09-15,AAI,41.881977048,-87.63887584,2008-08-13,2018-09-15,4.213698630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,47.49,15.036666666666667,0.5733333333333333,6.138418885408982,2.2093892517951743,12.122296160416928,0
1134684,2012-10-30,Skadden Arps,Skadden Cafe,1975690,Restaurant,Risk 1 (High),155 N WACKER DR ,CHICAGO,IL,60606,Canvass,Pass,41.88461561705127,-87.63668235780031,"(41.88461561705127, -87.63668235780031)",Restaurant,0,0,6,1,0,0,0,0,0,2,1,1975690-20110516,2086354,255100,FLIK INTERNATIONAL CORP.,Skadden Arps,155 N WACKER DR 27 AND 28,CHICAGO,IL,60606,42,NA,42-,NA,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1975690,RENEW,2011-05-16,2013-05-15,AAI,41.884615617,-87.636682358,2009-07-08,2019-05-15,3.315068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,47.64333333333334,17.723333333333333,0.5833333333333334,5.372859591203533,1.7720665679859107,13.153134625977033,0
1134685,2012-10-30,NINE,NINE,73204,Restaurant,Risk 1 (High),440 W RANDOLPH ST ,CHICAGO,IL,60606,Canvass,Fail,41.884553018862555,-87.63968258239669,"(41.884553018862555, -87.63968258239669)",Restaurant,0,1,5,0,1,0,0,0,0,2,1,73204-20120916,2173135,22016,FUNSPOT LP,NINE,440 W RANDOLPH ST  1ST A,CHICAGO,IL,60606,42,21,42-21,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,73204,RENEW,2012-09-16,2014-09-15,AAC,41.884553019,-87.639682582,2002-05-16,2014-09-15,10.465753424657533,1,0,0,0,0,0,0,0,0,0,0,0,0,47.64333333333334,17.723333333333333,0.5833333333333334,11.675461293712656,2.516730639529599,16.38186324834368,0
1134699,2012-11-05,FFT CAFE,FUEL,2032123,Restaurant,Risk 1 (High),30 S WACKER ,CHICAGO,IL,60606,Canvass,Pass,41.88140721163485,-87.63715509324663,"(41.88140721163485, -87.63715509324663)",Restaurant,0,0,4,1,0,0,0,0,0,2,1,2032123-20120916,2176396,351919,"FFT@BP 30SW, LLC",FFT CAFE,30 S WACKER DR 8 & 9,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2032123,RENEW,2012-09-16,2014-09-15,AAI,41.881407212,-87.637155093,2010-06-03,2018-09-15,2.4273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,44.74333333333333,9.963333333333333,0.6566666666666667,7.110247396019679,2.1345992529884907,7.200097739454923,0
1134700,2012-11-05,FFT CAFE,FFT CAFE,2027070,Restaurant,Risk 1 (High),30 S WACKER ,CHICAGO,IL,60606,Canvass,Pass,41.88140721163485,-87.63715509324663,"(41.88140721163485, -87.63715509324663)",Restaurant,0,0,2,1,0,0,0,0,0,2,1,2027070-20120916,2176395,351919,"FFT@BP 30SW, LLC",FFT CAFE,30 S WACKER DR 7,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2027070,RENEW,2012-09-16,2014-09-15,AAI,41.881407212,-87.637155093,2010-04-30,2016-09-15,2.5205479452054793,0,0,0,0,0,0,0,0,0,0,0,0,0,44.74333333333333,9.963333333333333,0.6566666666666667,7.110247396019679,2.1345992529884907,7.200097739454923,0
1134702,2012-11-05,"LA COCINA MEXICAN GRILL, LLC",LA COCINA MEXICAN GRILL,1926508,Restaurant,Risk 1 (High),45 N WELLS ST ,CHICAGO,IL,60606,Canvass,Pass,41.88308408382353,-87.6337136484779,"(41.88308408382353, -87.6337136484779)",Restaurant,0,0,5,1,0,0,0,0,3,0.9561643835616438,0,1926508-20120416,2140754,329489,"LA COCINA MEXICAN GRILL, LLC","LA COCINA MEXICAN GRILL, LLC",45 N WELLS ST 1,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1926508,RENEW,2012-04-16,2014-04-15,AAI,41.883084084,-87.633713648,2008-09-25,2018-04-15,4.115068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,44.74333333333333,9.963333333333333,0.6566666666666667,13.745686195457532,0.6100081235601429,11.664617983255184,0
1134703,2012-11-05,7-ELEVEN #32889B,7-ELEVEN,2137189,Grocery Store,Risk 1 (High),48 N WELLS ST ,CHICAGO,IL,60606,Canvass,Pass w/ Conditions,41.883131775767836,-87.63400723959279,"(41.883131775767836, -87.63400723959279)",Other,0,1,6,0,0,0,0,0,0,2,1,2137189-20120307,2137189,369191,"MINA 2 ENTERPRISE GROUP, INC.",7-ELEVEN #32889B,48 N WELLS ST 1ST,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2137189,ISSUE,2012-03-07,2014-03-15,AAI,41.883131776,-87.63400724,2012-03-07,2018-03-15,0.6657534246575343,0,0,0,0,0,0,0,0,0,0,0,0,0,44.74333333333333,9.963333333333333,0.6566666666666667,13.174706636636985,0.6912652796880587,11.547753326184395,0
1134705,2012-11-06,"MEZZA GRILLED WRAPS AND PITA, INC","MEZZA GRILLED WRAPS AND PITA, INC",1596616,Restaurant,Risk 1 (High),2 N RIVERSIDE PLZ ,CHICAGO,IL,60606,Canvass,Fail,41.88197704758362,-87.63887583987513,"(41.88197704758362, -87.63887583987513)",Restaurant,0,1,4,0,1,0,0,0,0,2,1,1596616-20110316,2077177,265616,MEZZA GRILLED WRAPS AND PITAS INC,"MEZZA GRILLED WRAPS AND PITA, INC",2 N RIVERSIDE PLZ,CHICAGO,IL,60606,42,21,42-21,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1596616,RENEW,2011-03-16,2013-03-15,AAI,41.881977048,-87.63887584,2006-04-06,2019-03-15,6.5917808219178085,0,0,0,0,0,0,0,0,0,0,0,0,1.4000000000000001e-4,43.62,8.466666666666667,0.68,6.743370151376772,2.30907653893812,7.080648467998925,0
1134707,2012-11-07,POLLITOS GRILL & ROTISSERIE,POLLITOS GRILL & ROTISSERIE,1844736,Restaurant,Risk 1 (High),39 N WELLS ST ,CHICAGO,IL,60606,Canvass,Pass,41.882945805288045,-87.63371259871252,"(41.882945805288045, -87.63371259871252)",Restaurant,0,0,5,1,0,0,0,0,6,0.9616438356164384,0,1844736-20120916,2175263,321064,JUAN MARTINEZ,POLLITOS GRILL & ROTISSERIE,39 N WELLS ST 1,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1844736,RENEW,2012-09-16,2014-09-15,AAI,41.882945805,-87.633712599,2007-10-11,2014-09-15,5.079452054794521,0,0,0,0,0,0,0,0,0,0,0,0,0.0012133333333333334,43.06666666666666,7.82,0.7200000000000001,16.298027823931758,0.64016997328897,12.456247018080644,0
1134708,2012-11-07,JERSEY MIKE'S,JERSEY MIKE'S,2073588,Restaurant,Risk 1 (High),200 W MONROE ST ,CHICAGO,IL,60606,Canvass,Pass,41.880768960917806,-87.63387497409452,"(41.880768960917806, -87.63387497409452)",Restaurant,0,0,5,1,0,0,0,0,0,2,1,2073588-20110107,2073588,358692,Seva Sandwiches LLC Monroe and Wells,JERSEY MIKE'S,200 W MONROE ST 1ST FLOOR 120,CHICAGO,IL,60606,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2073588,ISSUE,2011-01-07,2013-01-15,AAI,41.880768961,-87.633874974,2011-01-07,2017-01-15,1.8356164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0.0012133333333333334,43.06666666666666,7.82,0.7200000000000001,18.35505431326303,0.8675982369498647,8.92574552463832,0
1134713,2012-11-09,SUBWAY,SUBWAY,68509,Restaurant,Risk 1 (High),1168 N CLARK ST ,CHICAGO,IL,60610,Canvass,Pass,41.90386004962129,-87.63159082371196,"(41.90386004962129, -87.63159082371196)",Restaurant,0,0,5,1,0,0,0,0,0,2,1,68509-20120216,2131005,21013,"BHAVANI ENTERPRISES, INC.",HOT 'N COLD SUBS,1168 N CLARK ST 1ST,CHICAGO,IL,60610,27,26,27-26,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,68509,RENEW,2012-02-16,2014-02-15,AAI,41.90386005,-87.631590824,2002-02-16,2016-02-15,10.736986301369862,0,0,0,0,0,0,0,0,0,0,0,0,0.0013066666666666667,45.57333333333333,5.956666666666667,0.7733333333333334,36.242278730381464,10.165750804995287,43.048216166178626,0
